grupos,sub-grupos
16,1
101,2
49,1
41,0
102,2
108,3
15,0
84,2
89,1
39,1
51,1
39,1
68,1
83,1
59,2
16,2
51,1
39,1
89,1
29,0
81,2
35,0
25,0
105,1
113,2
23,1
29,2
76,1
27,0
59,2
28,0
34,0
29,2
25,1
89,1
105,1
0,1
106,0
65,0
29,3
29,2
29,0
39,0
105,1
113,2
107,3
29,2
28,0
101,2
35,0
107,2
25,1
35,0
17,0
111,1
113,2
4,0
81,1
84,2
73,0
37,1
14,0
102,2
1,0
78,0
7,0
51,1
59,2
110,2
76,0
102,2
42,0
102,2
31,0
61,0
30,1
89,1
75,1
89,1
31,0
30,1
109,4
40,0
109,4
18,0
61,0
68,1
31,0
109,4
43,1
43,1
31,1
30,1
42,0
102,2
31,0
91,0
58,1
89,1
78,1
89,1
30,1
59,2
49,1
108,3
89,1
103,2
47,1
104,1
63,1
71,2
103,2
104,1
55,0
5,2
45,0
2,0
8,0
111,1
19,0
95,2
64,1
3,0
63,1
20,0
79,2
19,0
8,0
55,0
20,0
66,0
80,1
34,0
44,0
19,0
51,0
95,2
63,1
72,0
20,0
3,0
104,1
63,1
3,0
107,3
21,0
105,1
11,0
112,1
112,1
30,0
38,3
75,1
38,7
85,0
38,2
74,2
74,4
74,2
33,2
77,1
109,4
59,2
34,0
22,0
108,3
101,2
14,0
101,2
109,4
72,0
59,2
50,2
43,1
15,0
14,0
22,3
50,2
109,4
42,0
100,1
16,2
50,2
42,0
50,2
50,2
100,1
8,0
108,0
108,3
14,0
100,1
30,1
16,2
101,2
43,0
109,4
101,2
22,0
100,1
77,1
105,1
29,2
107,3
105,1
4,0
105,1
106,0
107,3
23,1
76,0
114,1
39,2
36,0
107,3
27,0
23,1
1,0
106,0
55,0
24,0
25,1
82,2
28,0
23,1
5,0
105,1
1,0
107,3
26,0
106,0
1,0
27,0
48,1
28,0
57,0
94,0
29,2
28,0
81,1
7,1
105,0
94,0
57,0
73,0
78,1
89,1
89,1
14,0
83,0
89,1
66,0
0,0
30,2
76,0
49,1
89,1
53,1
102,2
30,1
60,1
14,0
42,0
68,1
89,1
42,0
91,1
100,1
7,0
68,1
49,1
68,1
102,2
76,0
110,2
101,2
43,1
18,1
53,0
102,2
41,0
42,0
42,0
70,0
70,0
30,2
31,0
70,0
18,0
31,0
84,2
2,0
71,0
111,0
66,0
0,0
104,1
72,0
103,0
111,1
105,1
66,0
72,0
5,2
32,0
2,0
54,0
71,1
91,1
103,2
59,0
4,0
2,1
105,1
89,1
73,0
2,0
60,1
73,0
3,0
3,0
104,1
80,1
105,1
8,1
0,0
71,2
63,1
5,0
105,1
1,0
59,2
8,0
3,0
66,0
55,0
38,2
38,0
85,1
38,3
75,1
33,2
60,0
74,3
74,2
42,0
41,0
108,3
102,2
41,0
15,0
51,1
16,2
84,2
34,0
108,3
58,1
101,2
14,0
59,2
84,2
49,1
51,1
42,0
68,1
16,0
40,0
43,1
15,0
14,0
77,1
77,1
1,0
76,0
41,0
16,2
50,2
58,1
35,0
59,2
59,2
89,1
50,1
89,1
42,0
101,2
48,1
26,0
29,2
105,1
29,2
105,1
26,0
29,2
56,0
23,1
113,2
76,0
107,0
63,0
67,1
36,0
37,0
107,1
27,2
82,1
81,2
26,0
105,1
34,0
23,1
29,2
27,0
29,2
8,0
107,3
35,0
56,1
27,1
25,1
27,0
113,0
62,0
29,2
48,1
113,2
19,0
37,1
37,1
37,1
113,2
38,1
38,7
84,2
38,2
38,7
74,2
74,2
74,0
74,2
74,2
59,2
16,2
59,2
109,4
16,2
59,2
102,2
100,1
51,1
109,3
42,0
59,2
14,0
39,1
108,3
40,0
0,0
108,3
51,1
100,1
101,2
69,2
15,0
101,2
108,1
39,1
41,0
58,1
84,1
109,2
77,1
40,0
69,2
16,0
14,0
42,0
69,2
49,1
58,1
42,0
102,2
7,0
101,2
70,0
7,0
77,1
94,0
89,1
44,0
3,0
89,1
43,1
7,0
89,1
76,0
31,1
89,1
68,1
70,0
30,1
109,4
70,0
44,0
53,1
68,1
77,1
44,0
89,1
76,0
31,0
14,0
89,1
42,0
0,0
0,0
41,1
109,2
61,0
61,0
58,0
78,1
78,1
30,2
43,1
42,0
81,2
79,1
71,2
3,0
103,2
66,0
72,0
7,0
73,0
2,0
45,0
71,2
73,0
105,1
47,1
66,0
45,0
34,0
3,0
54,0
3,0
63,1
95,2
71,2
104,1
2,0
2,1
112,1
71,2
112,0
112,0
71,2
80,1
20,0
2,0
51,1
5,1
65,0
25,1
112,1
63,1
71,2
105,1
20,0
2,0
9,0
28,0
10,0
25,1
29,2
55,0
29,0
35,2
5,0
48,1
78,1
78,1
34,0
46,1
27,0
67,1
105,1
107,3
69,0
67,1
105,1
34,0
107,1
34,0
77,1
29,2
105,1
57,0
63,1
102,2
112,1
107,3
34,1
48,1
105,1
107,3
5,2
105,1
82,0
65,0
47,1
48,1
39,2
25,1
105,0
85,1
38,3
38,0
83,1
38,7
74,3
101,0
74,3
40,0
74,2
101,2
68,1
109,4
22,0
60,1
51,1
109,4
77,1
109,4
39,1
108,3
59,2
49,1
16,2
51,1
84,2
101,2
59,2
50,2
41,0
101,2
109,4
50,2
84,2
101,2
14,0
84,2
0,0
49,1
109,4
109,4
40,0
108,3
102,2
51,1
108,3
59,2
41,0
46,0
51,1
53,1
52,0
101,2
70,0
102,2
80,1
18,0
7,0
43,1
78,1
61,0
102,2
101,2
51,1
42,0
78,1
44,0
0,0
51,1
101,2
44,0
34,0
44,0
75,0
18,0
89,1
102,2
77,1
70,0
30,1
41,2
108,3
0,0
44,0
40,0
110,2
101,2
68,1
51,1
53,1
109,4
101,2
102,2
80,1
43,1
63,1
100,1
112,1
57,0
101,1
80,1
44,0
73,0
66,0
95,2
57,0
103,2
3,0
101,2
104,1
95,2
105,1
45,0
71,1
5,0
71,1
5,2
2,0
71,2
80,1
59,2
103,2
54,0
104,1
104,1
112,1
2,0
55,0
5,2
20,0
112,1
3,0
2,0
5,0
46,1
2,0
54,0
78,1
112,1
45,0
59,1
35,0
73,0
62,0
112,1
35,0
113,2
27,2
1,0
71,2
24,1
19,0
82,1
46,1
106,0
4,0
113,2
95,0
9,1
25,1
82,0
112,1
35,0
23,0
107,2
107,3
1,0
4,0
28,0
1,0
113,2
113,2
29,2
57,0
35,2
62,0
42,0
76,0
114,0
29,2
56,1
59,2
48,1
57,0
82,1
38,3
15,0
85,1
85,1
38,2
74,2
74,2
74,2
74,3
74,3
76,0
59,2
77,1
59,2
108,3
42,0
59,2
101,2
102,2
58,0
14,0
58,1
58,1
84,2
22,1
16,2
102,2
16,2
42,0
102,1
7,0
101,2
59,2
42,0
50,2
101,2
49,1
16,2
42,0
58,1
69,2
108,3
16,0
84,2
42,0
59,2
101,2
101,2
59,2
59,2
61,0
102,2
109,4
109,4
60,1
30,1
30,1
59,2
0,0
31,0
42,0
16,3
70,0
110,2
101,2
43,1
0,0
66,0
7,0
89,1
70,0
15,0
102,2
41,0
70,0
110,0
89,1
14,0
75,1
43,1
42,0
34,0
76,0
41,3
101,2
68,1
53,1
50,2
110,0
109,4
43,1
42,0
94,0
101,2
61,0
112,1
62,0
103,2
11,1
105,1
3,0
63,1
3,0
73,0
80,1
3,3
95,2
63,1
107,3
7,0
64,1
64,1
105,1
20,0
2,0
64,1
107,3
20,0
71,1
54,0
20,0
104,1
112,1
104,1
107,3
3,0
63,1
3,0
104,1
65,0
66,0
80,0
19,0
65,0
95,1
54,0
8,0
64,1
58,1
66,0
35,0
9,1
57,0
107,3
29,2
57,0
45,0
55,0
46,1
35,1
4,0
23,1
48,1
27,0
36,0
101,2
59,2
107,3
107,1
46,1
25,1
105,1
1,0
59,2
82,2
25,1
67,1
51,2
69,1
35,2
67,1
67,1
89,1
105,1
107,3
63,1
67,1
27,0
105,1
9,1
67,1
76,0
114,1
29,3
27,0
83,1
38,2
38,7
60,2
38,3
74,2
74,2
33,2
74,3
74,2
39,1
15,0
91,1
109,4
14,0
102,2
108,3
75,1
14,0
109,4
42,0
41,0
84,2
42,0
50,2
42,0
68,1
100,1
49,0
49,1
77,1
34,0
101,2
42,0
22,0
77,1
50,2
16,0
102,2
69,2
69,2
16,0
59,2
108,3
101,2
68,1
101,2
59,2
43,1
42,0
7,0
56,1
14,0
109,2
7,0
66,0
0,0
101,2
83,1
76,1
31,0
43,1
102,2
31,0
42,0
18,0
60,1
109,4
60,1
53,1
70,0
35,0
89,1
43,1
110,2
101,2
43,1
110,2
43,1
101,2
68,1
42,0
18,0
109,4
52,1
76,0
101,2
14,0
101,2
14,0
43,2
64,1
44,0
53,1
101,2
54,0
1,0
51,1
2,0
20,0
71,2
14,0
11,0
3,0
57,0
73,1
5,0
64,1
71,2
1,0
3,2
58,2
103,0
112,1
95,2
71,2
20,0
2,0
105,1
80,1
41,4
72,0
11,0
95,2
112,1
19,0
112,1
89,1
71,2
3,0
36,0
101,2
54,0
112,1
45,0
78,1
8,0
111,1
72,0
104,1
73,0
62,0
27,0
29,2
27,0
107,3
36,0
62,0
63,1
114,1
53,1
4,0
59,2
69,3
113,1
23,1
89,1
59,2
29,2
71,2
59,3
29,2
27,0
27,0
48,1
62,0
46,1
78,1
27,0
82,2
27,2
114,1
107,3
114,1
65,0
27,0
10,0
73,0
55,0
59,2
106,0
107,3
114,1
48,1
113,1
38,3
38,3
38,4
38,0
60,1
74,1
74,2
74,2
74,4
74,2
84,2
22,0
69,2
59,2
15,0
7,0
59,2
16,0
16,2
42,0
69,2
84,2
59,2
101,2
89,1
16,0
14,0
75,1
16,2
49,1
76,0
51,1
69,2
84,2
109,4
34,0
51,1
16,2
102,2
101,2
40,0
84,2
59,2
16,2
16,5
16,2
101,2
75,1
100,1
77,1
101,2
75,1
14,0
66,0
109,4
18,0
110,2
76,1
41,0
110,0
43,1
91,1
50,2
70,1
107,3
100,1
7,0
68,1
69,2
30,2
18,0
51,1
94,0
94,0
51,1
89,1
0,0
110,2
30,1
68,1
101,2
42,0
16,4
0,0
0,0
110,2
101,2
102,2
61,0
49,1
110,2
89,1
89,1
25,1
43,1
111,1
112,1
11,0
77,1
71,2
64,1
8,0
65,0
71,2
104,1
104,1
105,1
20,0
3,0
5,0
107,3
72,0
112,2
78,1
0,0
105,1
112,1
10,0
79,2
103,2
3,0
5,0
20,0
19,0
104,1
105,1
95,2
66,0
103,1
80,1
54,0
20,0
20,0
71,2
72,1
63,1
14,0
20,0
105,1
101,2
107,3
65,0
35,0
105,1
11,2
39,1
1,0
112,1
89,1
63,1
73,0
29,2
5,0
35,0
9,1
114,1
48,1
28,0
73,0
19,0
46,0
29,2
113,2
1,0
67,1
113,2
112,1
28,0
29,2
105,1
34,0
39,1
114,1
59,2
81,2
65,0
82,2
30,3
89,0
112,1
28,0
105,1
113,2
73,0
35,0
85,1
38,5
85,1
38,2
38,2
74,3
74,4
83,1
74,2
74,4
59,2
16,0
101,2
14,0
109,4
83,1
77,1
51,1
16,0
50,2
59,2
89,1
101,2
109,4
34,0
105,1
109,4
59,2
108,3
69,2
59,2
51,1
51,1
16,1
112,1
34,0
68,1
69,2
15,0
58,1
50,2
41,0
39,1
101,2
77,1
50,2
101,2
58,0
14,0
84,2
109,4
30,1
102,2
7,0
110,2
68,1
61,0
16,1
41,0
49,1
42,1
84,2
78,0
43,1
31,1
76,0
42,0
31,1
100,0
8,0
0,0
51,1
51,1
0,0
110,2
7,0
7,0
101,2
89,1
68,1
101,2
89,1
53,1
7,0
102,2
109,4
109,4
30,1
112,1
68,1
100,1
91,1
44,0
91,1
18,0
107,3
72,0
64,1
66,0
64,1
72,0
71,2
20,1
2,0
54,0
71,2
5,0
101,2
111,1
3,0
10,0
14,0
80,1
72,0
105,1
15,0
107,3
112,1
104,1
103,2
95,2
80,1
60,1
3,0
89,1
71,2
1,0
105,1
65,0
8,0
104,1
11,0
71,2
62,0
64,1
103,2
63,1
80,1
71,3
10,0
113,2
29,2
57,1
29,2
56,1
105,1
1,0
1,0
107,3
78,1
111,1
48,1
23,0
35,0
23,1
27,3
77,2
107,2
65,0
29,0
46,1
57,0
107,3
48,1
1,0
28,0
107,3
29,2
4,0
25,1
59,3
5,0
59,2
28,0
29,4
114,0
35,0
112,1
59,2
19,0
23,1
82,2
107,3
82,1
27,0
85,1
85,1
38,6
88,1
85,1
58,1
77,1
84,2
84,2
58,1
59,2
58,1
43,1
101,2
30,1
110,2
86,0
88,1
68,1
68,2
76,0
50,3
109,4
68,1
101,2
87,0
113,2
77,1
88,0
16,5
84,2
14,0
109,4
109,4
108,2
42,0
87,1
16,5
14,0
51,1
88,1
104,1
84,2
16,0
89,1
90,0
51,1
93,0
31,0
91,1
101,2
89,1
61,0
14,1
101,2
70,2
30,1
91,1
31,1
101,2
43,1
51,1
53,1
70,2
42,0
80,1
102,2
30,4
93,1
102,2
18,0
42,0
43,3
92,0
43,1
101,2
110,1
59,2
89,1
68,1
14,2
93,1
89,1
68,1
43,1
94,0
76,0
91,2
94,0
50,2
59,2
3,0
3,0
45,0
8,0
3,0
95,2
45,0
29,5
44,0
96,0
44,1
3,0
55,0
26,1
2,0
104,1
79,2
97,0
104,1
20,0
112,1
7,2
65,0
89,1
66,0
54,0
54,0
3,0
11,0
66,0
97,1
47,1
103,2
103,2
80,1
104,1
104,1
112,1
1,0
53,1
112,1
112,1
66,0
5,0
23,1
98,0
56,2
76,2
109,4
53,1
39,3
10,0
82,2
113,2
89,1
5,0
1,0
53,1
106,0
28,0
19,0
36,0
105,1
23,1
48,1
53,2
23,1
36,0
114,1
23,1
1,0
35,0
82,1
29,2
46,1
0,2
113,1
9,2
66,0
67,1
113,2
99,0
59,2
28,0
29,2
99,1
46,1
5,0
107,3
15,0
84,2
38,3
38,2
38,1
74,4
74,4
74,4
74,3
74,2
108,3
42,0
77,1
109,4
77,1
14,3
100,1
39,1
77,1
39,1
50,2
43,1
14,0
41,0
58,1
100,1
75,1
69,2
42,0
77,1
59,4
34,0
100,1
22,2
51,1
101,2
16,0
101,2
50,2
39,1
84,2
42,0
77,1
100,1
108,3
109,4
59,2
59,2
15,0
101,2
89,1
43,1
43,1
61,0
89,1
94,0
14,0
50,2
68,1
58,1
53,1
101,2
77,1
80,1
58,1
0,0
77,3
70,0
76,0
89,1
49,1
84,2
7,0
18,0
14,0
16,5
77,1
84,2
109,2
0,0
68,1
30,2
70,0
102,2
102,2
50,2
101,2
14,0
34,0
102,2
70,2
70,0
1,0
109,4
14,0
60,1
104,1
57,0
104,1
44,0
71,2
66,0
112,1
35,0
103,2
2,0
104,0
112,1
8,0
112,1
105,1
107,3
104,1
112,1
104,1
73,0
113,2
57,0
105,1
2,0
105,1
8,0
3,3
112,1
112,1
103,2
71,2
103,2
53,1
1,0
66,0
64,1
5,2
64,1
112,1
112,1
71,2
8,0
66,0
80,1
107,3
35,2
29,0
35,0
29,2
46,1
89,1
23,1
5,0
29,0
107,3
62,0
76,2
59,2
66,0
107,3
105,1
26,2
29,5
107,3
113,2
109,4
106,0
35,0
26,0
5,0
106,0
16,6
73,0
39,2
53,1
89,2
105,1
2,0
106,1
19,0
107,3
107,3
101,2
113,1
107,3
107,4
105,1
105,1
76,0
85,2
75,1
38,2
38,7
38,2
74,5
33,2
84,2
74,3
15,0
102,2
77,1
76,0
108,3
50,2
101,2
107,3
49,1
69,2
84,2
39,1
84,2
77,1
59,2
78,1
22,0
108,3
42,0
75,1
108,3
84,2
70,2
22,3
42,0
75,1
59,2
42,0
76,0
109,4
6,1
59,2
101,2
101,2
89,1
51,1
16,1
23,1
108,3
89,1
109,4
51,1
53,1
7,0
101,2
109,4
109,4
18,0
89,1
14,0
68,1
44,0
30,2
109,5
40,0
110,2
70,0
43,1
42,0
44,0
7,0
44,0
0,0
31,0
89,1
89,1
49,1
31,0
109,4
110,2
83,1
53,1
23,1
43,1
31,1
89,1
7,0
101,2
43,1
91,1
0,0
43,1
101,2
44,0
109,2
0,0
78,1
47,1
71,2
95,2
8,0
112,1
34,0
65,0
112,1
2,0
95,2
3,0
112,0
80,1
105,1
3,0
104,1
111,1
44,0
112,1
66,0
55,0
64,1
64,1
1,0
72,0
84,2
71,2
2,0
112,2
5,0
59,2
44,0
26,0
3,0
66,0
73,1
112,1
26,0
80,1
103,0
104,1
35,0
71,2
103,2
37,1
48,1
23,0
5,0
43,4
105,1
28,0
37,1
107,3
89,1
107,2
1,0
113,2
46,0
27,0
113,2
113,2
113,2
27,0
63,1
76,0
29,0
105,1
73,0
29,5
105,1
82,2
105,0
107,3
76,0
76,0
29,0
37,1
1,0
26,0
23,1
101,2
46,1
46,1
35,0
48,1
25,1
113,1
114,1
5,0
